,epoch,loss,type
0,0.349650349650349,1.2045,training
2,0.699300699300699,0.6711,training
4,1.048951048951049,0.5576,training
6,1.398601398601398,0.5072,training
8,1.748251748251748,0.45420000000000005,training
10,2.097902097902098,0.4451,training
12,2.447552447552447,0.39080000000000004,training
14,2.797202797202797,0.37160000000000004,training
16,3.146853146853146,0.3382,training
18,3.496503496503496,0.3048,training
20,3.846153846153846,0.28240000000000004,training
22,4.195804195804196,0.2843,training
24,4.545454545454545,0.23470000000000002,training
26,4.895104895104895,0.2591,training
1,0.349650349650349,0.6368307471275331,evaluation
3,0.699300699300699,0.58121782541275,evaluation
5,1.048951048951049,0.545728921890258,evaluation
7,1.398601398601398,0.45500043034553506,evaluation
9,1.748251748251748,0.419600933790206,evaluation
11,2.097902097902098,0.372834265232086,evaluation
13,2.447552447552447,0.381466567516326,evaluation
15,2.797202797202797,0.34779831767082203,evaluation
17,3.146853146853146,0.332082271575927,evaluation
19,3.496503496503496,0.32994660735130305,evaluation
21,3.846153846153846,0.31038504838943404,evaluation
23,4.195804195804196,0.295386672019958,evaluation
25,4.545454545454545,0.29304665327072105,evaluation
27,4.895104895104895,0.28137093782424905,evaluation
